C:\Users\alvoc\OneDrive\Escritorio\data\IMG\center_2022_11_29_22_23_41_790.jpg, C:\Users\alvoc\OneDrive\Escritorio\data\IMG\left_2022_11_29_22_23_41_790.jpg, C:\Users\alvoc\OneDrive\Escritorio\data\IMG\right_2022_11_29_22_23_41_790.jpg, 0, 0, 0, 8.395427E-05
C:\Users\alvoc\OneDrive\Escritorio\data\IMG\center_2022_11_29_22_23_41_890.jpg, C:\Users\alvoc\OneDrive\Escritorio\data\IMG\left_2022_11_29_22_23_41_890.jpg, C:\Users\alvoc\OneDrive\Escritorio\data\IMG\right_2022_11_29_22_23_41_890.jpg, 0, 0, 0, 8.191536E-05
C:\Users\alvoc\OneDrive\Escritorio\data\IMG\center_2022_11_29_22_23_41_996.jpg, C:\Users\alvoc\OneDrive\Escritorio\data\IMG\left_2022_11_29_22_23_41_996.jpg, C:\Users\alvoc\OneDrive\Escritorio\data\IMG\right_2022_11_29_22_23_41_996.jpg, 0, 0, 0, 7.783413E-05
C:\Users\alvoc\OneDrive\Escritorio\data\IMG\center_2022_11_29_22_23_42_096.jpg, C:\Users\alvoc\OneDrive\Escritorio\data\IMG\left_2022_11_29_22_23_42_096.jpg, C:\Users\alvoc\OneDrive\Escritorio\data\IMG\right_2022_11_29_22_23_42_096.jpg, 0, 0, 0, 7.869481E-05
C:\Users\alvoc\OneDrive\Escritorio\data\IMG\center_2022_11_29_22_23_42_201.jpg, C:\Users\alvoc\OneDrive\Escritorio\data\IMG\left_2022_11_29_22_23_42_201.jpg, C:\Users\alvoc\OneDrive\Escritorio\data\IMG\right_2022_11_29_22_23_42_201.jpg, 0, 0, 0, 7.797289E-05
C:\Users\alvoc\OneDrive\Escritorio\data\IMG\center_2022_11_29_22_23_42_305.jpg, C:\Users\alvoc\OneDrive\Escritorio\data\IMG\left_2022_11_29_22_23_42_305.jpg, C:\Users\alvoc\OneDrive\Escritorio\data\IMG\right_2022_11_29_22_23_42_305.jpg, 0, 0, 0, 7.879836E-05
C:\Users\alvoc\OneDrive\Escritorio\data\IMG\center_2022_11_29_22_23_42_407.jpg, C:\Users\alvoc\OneDrive\Escritorio\data\IMG\left_2022_11_29_22_23_42_407.jpg, C:\Users\alvoc\OneDrive\Escritorio\data\IMG\right_2022_11_29_22_23_42_407.jpg, 0, 0, 0, 7.814111E-05
C:\Users\alvoc\OneDrive\Escritorio\data\IMG\center_2022_11_29_22_23_42_508.jpg, C:\Users\alvoc\OneDrive\Escritorio\data\IMG\left_2022_11_29_22_23_42_508.jpg, C:\Users\alvoc\OneDrive\Escritorio\data\IMG\right_2022_11_29_22_23_42_508.jpg, 0, 0, 0, 8.108023E-05
C:\Users\alvoc\OneDrive\Escritorio\data\IMG\center_2022_11_29_22_23_42_613.jpg, C:\Users\alvoc\OneDrive\Escritorio\data\IMG\left_2022_11_29_22_23_42_613.jpg, C:\Users\alvoc\OneDrive\Escritorio\data\IMG\right_2022_11_29_22_23_42_613.jpg, 0, 0, 0, 7.881477E-05
C:\Users\alvoc\OneDrive\Escritorio\data\IMG\center_2022_11_29_22_23_42_717.jpg, C:\Users\alvoc\OneDrive\Escritorio\data\IMG\left_2022_11_29_22_23_42_717.jpg, C:\Users\alvoc\OneDrive\Escritorio\data\IMG\right_2022_11_29_22_23_42_717.jpg, 0, 0, 0, 8.02615E-05
C:\Users\alvoc\OneDrive\Escritorio\data\IMG\center_2022_11_29_22_23_42_824.jpg, C:\Users\alvoc\OneDrive\Escritorio\data\IMG\left_2022_11_29_22_23_42_824.jpg, C:\Users\alvoc\OneDrive\Escritorio\data\IMG\right_2022_11_29_22_23_42_824.jpg, 0, 0, 0, 7.823012E-05
C:\Users\alvoc\OneDrive\Escritorio\data\IMG\center_2022_11_29_22_23_42_928.jpg, C:\Users\alvoc\OneDrive\Escritorio\data\IMG\left_2022_11_29_22_23_42_928.jpg, C:\Users\alvoc\OneDrive\Escritorio\data\IMG\right_2022_11_29_22_23_42_928.jpg, 0, 0, 0, 7.932023E-05
C:\Users\alvoc\OneDrive\Escritorio\data\IMG\center_2022_11_29_22_23_43_034.jpg, C:\Users\alvoc\OneDrive\Escritorio\data\IMG\left_2022_11_29_22_23_43_034.jpg, C:\Users\alvoc\OneDrive\Escritorio\data\IMG\right_2022_11_29_22_23_43_034.jpg, 0, 0, 0, 8.107843E-05
C:\Users\alvoc\OneDrive\Escritorio\data\IMG\center_2022_11_29_22_23_43_140.jpg, C:\Users\alvoc\OneDrive\Escritorio\data\IMG\left_2022_11_29_22_23_43_140.jpg, C:\Users\alvoc\OneDrive\Escritorio\data\IMG\right_2022_11_29_22_23_43_140.jpg, 0, 0.1693821, 0, 0.1082972
